# synthetic_train_200.txt
#
-0.9539,  0.2711, -0.9670, -0.4531,  0.1138,  0.7848
 0.3437, -0.7562,  0.0780,  0.4190, -0.9077,  0.2526
-0.8556,  0.1623, -0.8455,  0.3693,  0.0063,  0.6367
 0.7283, -0.0436,  0.7051, -0.2847, -0.0446,  0.3671
-0.3892, -0.9022,  0.3980,  0.5182,  0.7576,  0.6193
 0.2152,  0.5957, -0.6357, -0.3138, -0.2021,  0.3781
 0.2860,  0.6692,  0.0517,  0.4589,  0.1841,  0.2920
 0.4108,  0.1993, -0.7241,  0.7216, -0.6637,  0.2198
 0.3557,  0.8570, -0.7072, -0.9026,  0.2262,  0.4499
 0.1471,  0.4587, -0.6346,  0.5668, -0.8717,  0.2689
-0.8242, -0.9136,  0.2957,  0.9543, -0.1602,  0.5760
-0.6968, -0.4088, -0.5112,  0.4311,  0.2438,  0.6313
-0.4482,  0.2523, -0.2078,  0.4745, -0.2772,  0.4809
 0.6575, -0.4467,  0.3846, -0.5797,  0.5218,  0.4156
 0.4850, -0.7669,  0.4261,  0.5305,  0.0746,  0.2777
 0.0664,  0.5184,  0.1324, -0.8507, -0.8524,  0.5326
 0.3285, -0.2707, -0.2850,  0.3700, -0.3784,  0.2865
-0.7974, -0.3388, -0.7631,  0.9520,  0.6982,  0.5942
-0.1236,  0.7886,  0.2318, -0.2146, -0.2542,  0.5231
-0.6479, -0.9939,  0.0772,  0.3339, -0.5862,  0.5870
-0.7697,  0.0648,  0.6592,  0.2057, -0.2075,  0.6681
-0.9531, -0.4882,  0.2092,  0.3735, -0.3433,  0.6972
-0.8182, -0.1677,  0.2316,  0.0142, -0.8906,  0.6428
-0.5842, -0.6529,  0.0232, -0.5886,  0.4990,  0.7955
 0.7652,  0.9030, -0.3764, -0.5893, -0.9589,  0.3302
 0.3984, -0.8549,  0.9945, -0.3998,  0.9253,  0.5723
-0.3569,  0.3420,  0.8611, -0.4659,  0.2902,  0.6989
-0.1322, -0.9228, -0.8978, -0.9090, -0.9075,  0.6271
 0.8877, -0.1781,  0.5506,  0.7747, -0.4870,  0.1889
 0.2550,  0.9076,  0.1516,  0.4455, -0.7635,  0.3241
 0.5613, -0.7253,  0.5334,  0.0967,  0.2807,  0.3254
 0.8638,  0.5339,  0.0733, -0.4533, -0.2193,  0.3005
 0.2970, -0.2396,  0.9434, -0.5496,  0.4174,  0.5526
-0.4593,  0.7543,  0.0232,  0.7758,  0.7776,  0.4903
 0.7510, -0.0238,  0.8901,  0.4964,  0.1259,  0.2747
-0.4686, -0.3416, -0.6894,  0.5360,  0.3354,  0.5472
 0.9124, -0.6787, -0.3663, -0.0900, -0.9166,  0.2401
 0.4411, -0.4357, -0.5369,  0.2447,  0.7074,  0.3921
-0.1141,  0.9676, -0.2820, -0.7994,  0.9487,  0.6777
-0.0790, -0.0336,  0.0540, -0.4927,  0.2977,  0.6330
 0.1759, -0.1574,  0.3033, -0.8579, -0.2700,  0.5888
-0.9581,  0.1482,  0.8852,  0.8637,  0.4269,  0.6711
-0.5331, -0.4207, -0.3160, -0.1034,  0.7661,  0.7140
 0.5952,  0.0293,  0.0374, -0.6454, -0.2605,  0.3914
 0.2149,  0.4240,  0.5834,  0.3320,  0.6664,  0.3932
 0.3648,  0.7406,  0.7510,  0.8361,  0.5018,  0.2835
-0.8108,  0.7205, -0.0663, -0.9732, -0.2914,  0.7837
 0.6242,  0.6134,  0.8507,  0.2513,  0.4364,  0.3181
-0.7784,  0.1952, -0.0963, -0.6117,  0.4044,  0.8073
 0.6624, -0.6666,  0.7217, -0.4115,  0.6362,  0.4379
-0.1196,  0.7426,  0.1813,  0.5889,  0.9273,  0.4581
-0.6502, -0.4951,  0.2746, -0.6372, -0.7031,  0.7344
 0.0507, -0.0248, -0.9273, -0.9319, -0.6866,  0.5355
-0.1995, -0.6578, -0.9106, -0.1546,  0.5399,  0.6178
-0.3090,  0.9442,  0.4800,  0.7730,  0.5598,  0.4429
 0.2811, -0.8722, -0.1493, -0.8803,  0.8867,  0.6300
-0.4829, -0.3152,  0.2877, -0.4324,  0.8879,  0.7845
-0.4430,  0.7269,  0.0936, -0.7654, -0.3016,  0.6974
-0.3034,  0.6858, -0.0206,  0.0400,  0.7384,  0.5882
-0.5697, -0.1613,  0.3651,  0.2370,  0.3518,  0.6667
-0.0566, -0.9877,  0.7919,  0.7775, -0.2325,  0.3796
-0.2252,  0.9310, -0.3291, -0.7531,  0.3491,  0.6584
 0.3575, -0.8490,  0.9836, -0.5328, -0.2711,  0.5021
 0.8709,  0.2416, -0.9808,  0.8488, -0.3430,  0.1782
 0.1202,  0.5229,  0.0850, -0.0321,  0.5116,  0.4475
 0.8621, -0.0199, -0.8077, -0.7212,  0.8661,  0.3940
 0.2159,  0.7509,  0.5720,  0.4493,  0.0987,  0.3632
 0.4474, -0.2874,  0.7129,  0.6070,  0.0940,  0.2762
-0.0594, -0.6498,  0.1912, -0.9319, -0.4252,  0.6641
-0.7010,  0.1028, -0.7286, -0.6358,  0.9102,  0.7756
-0.5337, -0.9510,  0.4324, -0.2691, -0.0567,  0.7171
-0.9707, -0.6293,  0.1116,  0.3542,  0.2891,  0.7399
 0.7241,  0.5018,  0.3962,  0.6876,  0.7821,  0.2305
 0.3942, -0.8752, -0.6204,  0.1267,  0.1100,  0.3849
 0.6211,  0.2623, -0.8183, -0.2821, -0.0510,  0.2961
-0.7053, -0.0682,  0.1753,  0.5946,  0.3168,  0.6362
-0.4316, -0.4148, -0.0141,  0.8883, -0.1330,  0.4165
 0.9241,  0.8778,  0.5618, -0.1616, -0.2237,  0.3219
-0.8633,  0.7357, -0.3821,  0.3386,  0.5419,  0.7054
 0.3878,  0.9405,  0.0186,  0.8723, -0.9077,  0.2837
 0.1816, -0.5472,  0.6200,  0.7911,  0.8959,  0.3501
-0.2648,  0.9862, -0.2317, -0.4880,  0.4216,  0.6365
 0.7887, -0.7341,  0.9493,  0.5120,  0.6442,  0.2487
-0.0519,  0.8705,  0.2080,  0.8057, -0.3412,  0.3314
 0.9485, -0.5179,  0.5995,  0.8839, -0.9524,  0.1826
 0.4527, -0.8734,  0.0476,  0.7114, -0.8385,  0.2319
 0.4075,  0.5222,  0.0316, -0.4527, -0.3167,  0.4007
 0.4357,  0.9763, -0.3817, -0.5358, -0.3561,  0.3879
-0.5219,  0.8897, -0.4071, -0.6364, -0.1919,  0.6854
-0.9865, -0.1540,  0.0927,  0.9552,  0.4391,  0.6267
-0.1674, -0.5381, -0.6572, -0.6460,  0.5799,  0.6570
 0.9857,  0.0234, -0.4316,  0.1836, -0.6694,  0.1847
 0.5283,  0.9434,  0.9675, -0.8728, -0.5990,  0.4832
-0.5118,  0.9234,  0.4945, -0.6724, -0.9467,  0.5850
 0.6786,  0.8928, -0.4754,  0.6065, -0.3710,  0.2073
-0.1492, -0.9991,  0.2840, -0.8755, -0.0154,  0.7403
-0.6088, -0.0797,  0.0920, -0.2479, -0.7301,  0.6521
-0.5891,  0.0550, -0.8296,  0.7527,  0.6415,  0.5496
 0.9857, -0.8018,  0.0557,  0.0111,  0.1480,  0.2493
